timestamp,dateofrequest,inquirytype,howcontacted,researchtype,servicetimeminutes,datecompleted
2022-12-15 15:22:59,2022-12-15,Public,Email,Construction/House History research,150,2022-12-15
2022-12-15 15:42:58,2022-12-15,City Government Department,Email,Vital records,10,2022-12-15
2022-12-16 10:39:07,2022-12-14,Public,Email,"Journalism (newspaper, magazine, television, web news source)",10,2022-12-16
2022-12-16 10:52:13,2022-12-16,Public,In Person,General historical research,90,2022-12-16
2022-12-16 11:56:34,2022-12-16,City Government Department,Email,Construction/House History research,30,2022-12-16
2022-12-16 12:01:15,2022-12-15,Public,Email,Environmental/Hazardous materials research,10,2022-12-16
2022-12-16 12:38:00,2022-12-14,Public,Email,Genealogy,5,2022-12-16
2022-12-16 13:29:21,2022-12-15,Public,,General historical research,20,2022-12-16
2022-12-16 14:18:29,2022-12-16,Public,Email,Graduate academic research,5,2022-12-16
2022-12-16 14:38:51,2022-12-15,Public,Email,Construction/House History research,10,2022-12-16
2022-12-16 15:13:55,2022-12-16,Public,In Person,"Book, academic article, or digital humanities project",180,2022-12-16
2022-12-16 16:17:15,2022-12-16,Public,Email,Construction/House History research,30,2022-12-16
2022-12-19 12:33:37,2022-12-19,Public,Email,General historical research,5,2022-12-19
2022-12-19 12:34:28,2022-12-19,Public,Telephone,Construction/House History research,5,2022-12-19
2022-12-19 12:44:44,2022-12-19,Public,Email,Genealogy,5,2022-12-19
2022-12-19 13:11:03,2022-12-19,Public,Email,Other,5,2022-12-19
2022-12-19 15:57:17,2022-12-19,Public,Email,Vital records,5,2022-12-19
2022-12-20 9:43:28,2022-12-20,Public,Telephone,Construction/House History research,10,2022-12-20
2022-12-20 9:44:27,2022-12-20,Public,Email,Construction/House History research,5,2022-12-20
2022-12-20 9:47:00,2022-12-19,Public,Email,Graduate academic research,5,2022-12-19
2022-12-20 14:10:49,2022-12-20,City Government Department,Telephone,General historical research,5,2022-12-20
2022-12-20 15:45:09,2022-12-20,Public,Telephone,General historical research,30,2022-12-20
2022-12-20 16:02:32,2022-12-20,Public,Email,Construction/House History research,20,2022-12-20
2022-12-20 16:27:10,2022-12-20,Public,Email,Construction/House History research,5,2022-12-20
2022-12-21 8:47:07,2022-12-20,City Government Department,Email,General historical research,15,2022-12-21
2022-12-21 9:10:57,2022-12-16,Public,Email,"Book, academic article, or digital humanities project",10,2022-12-21
2022-12-21 11:16:29,2022-12-20,City Government Department,Email,Construction/House History research,45,2022-12-21
2022-12-21 11:17:34,2022-12-21,Public,In Person,Construction/House History research,60,2022-12-21
2022-12-21 11:33:01,2022-12-21,Public,In Person,Construction/House History research,120,2022-12-21
2022-12-21 13:11:17,2022-12-21,Public,Email,General historical research,10,2022-12-21
2022-12-21 13:30:23,2022-12-20,Public,Email,General historical research,60,2022-12-21
2022-12-21 13:32:54,2022-12-21,Public,Telephone,Genealogy,20,2022-12-21
2022-12-21 15:01:54,2022-12-21,City Government Department,Email,General historical research,60,2022-12-21
2022-12-22 11:58:58,2022-12-22,Public,Telephone,Construction/House History research,60,2022-12-22
2022-12-28 15:41:14,2022-12-28,Public,Email,Construction/House History research,25,2022-12-28
2022-12-28 15:42:14,2022-12-28,Public,Telephone,Vital records,5,2022-12-28
2022-12-29 9:47:23,2022-12-28,Public,Email,"Book, academic article, or digital humanities project",30,2022-12-29
2022-12-29 9:50:55,2022-12-26,Public,Email,Genealogy,10,2022-12-29
2022-12-29 10:13:24,2022-12-29,Public,In Person,Other,5,2022-12-29
2022-12-29 10:14:20,2022-12-29,Public,Telephone,Transcript request/Education verification,5,2022-12-29
2022-12-29 10:39:55,2022-12-29,Public,Telephone,Genealogy,10,2022-12-29
2022-12-29 10:48:02,2022-12-28,Public,Email,General historical research,10,2022-12-29
2022-12-29 10:51:03,2022-12-23,City Government Department,Email,General historical research,20,2022-12-23
2022-12-29 10:52:42,2022-12-22,Public,Email,General historical research,20,2022-12-22
2022-12-29 15:17:24,2022-12-29,Public,Email,General historical research,5,2022-12-29
2022-12-29 15:31:59,2022-12-29,Public,Email,Genealogy,15,2022-12-29
2022-12-29 15:55:04,2022-12-29,Public,Telephone,Transcript request/Education verification,15,2022-12-29
2022-12-29 15:55:56,2022-12-29,Public,Email,Construction/House History research,15,2022-12-29
2022-12-29 15:57:35,2022-12-29,City Government Department,Email,Other,10,2022-12-29
2022-12-30 13:38:34,2022-12-23,Public,Email,Construction/House History research,60,2022-12-30
2022-12-30 13:40:01,2022-12-30,Public,Telephone,Vital records,5,2022-12-30
2022-12-30 13:44:08,2022-12-30,Public,Telephone,General historical research,5,2022-12-30
2022-12-30 14:47:58,2022-12-29,Public,Email,Construction/House History research,25,2022-12-30
2023-01-03 9:03:12,2023-01-03,Public,Email,"Journalism (newspaper, magazine, television, web news source)",20,2023-01-03
2023-01-03 9:45:20,2023-01-30,Public,Email,General historical research,10,2023-01-03
2023-01-03 10:18:30,2022-12-31,Public,Email,"Book, academic article, or digital humanities project",5,2023-01-03
2023-01-03 10:20:20,2023-01-23,Public,Email,Genealogy,10,2023-01-03
2023-01-03 10:23:56,2023-01-03,City Government Department,,General historical research,15,2023-01-03
2023-01-03 10:45:50,2023-01-03,Public,Email,General historical research,10,2023-01-03
2023-01-03 10:59:24,2023-01-03,Public,Telephone,Transcript request/Education verification,10,2023-01-03
2023-01-03 11:24:56,2023-01-03,Public,Email,"Book, academic article, or digital humanities project",10,2023-01-03
2023-01-03 11:56:20,2023-01-03,Public,Email,"Book, academic article, or digital humanities project",20,2023-01-03
2023-01-03 12:31:47,2023-01-03,Public,In Person,Construction/House History research,60,2023-01-03
2023-01-03 13:29:21,2023-01-03,Public,Email,Graduate academic research,10,2023-01-03
2023-01-03 13:32:21,2023-01-01,Public,Email,General historical research,10,2023-01-03
2023-01-03 15:52:59,2023-01-03,City Government Department,Email,Vital records,10,2023-01-03
2023-01-03 16:28:28,2023-01-03,Public,In Person,Graduate academic research,390,2023-01-03
2023-01-04 9:10:18,2023-01-04,Public,Email,General historical research,10,2023-01-05
2023-01-04 10:16:07,2023-01-04,City Government Department,Email,General historical research,20,2023-01-04
2023-01-04 10:45:20,2023-01-04,Public,Email,"Book, academic article, or digital humanities project",15,2023-01-04
2023-01-04 10:55:39,2023-01-04,Public,Email,Graduate academic research,15,2023-01-04
2023-01-04 12:45:56,2023-01-04,Public,In Person,Construction/House History research,180,2023-01-04
2023-01-04 13:47:00,2023-01-04,Public,Email,"Book, academic article, or digital humanities project",30,2023-01-04
2023-01-04 15:00:49,2023-01-02,Public,Email,Genealogy,5,2023-01-03
2023-01-04 15:05:12,2023-01-04,Public,Email,General historical research,10,2023-01-04
2023-01-04 16:21:25,2023-01-04,Public,In Person,Legal research,180,2023-01-04
2023-01-05 9:27:33,2023-01-04,Public,Email,General historical research,10,2023-01-05
2023-01-05 13:02:12,2022-12-27,Public,Email,Environmental/Hazardous materials research,30,2022-12-30
2023-01-05 14:44:26,2023-01-05,Public,Email,"Book, academic article, or digital humanities project",5,2023-01-05
2023-01-05 15:41:19,2023-01-05,City Government Department,Email,Transcript request/Education verification,15,2023-01-05
2023-01-05 15:42:17,2023-01-05,Public,Mail,Transcript request/Education verification,15,2023-01-05
2023-01-05 16:23:12,2023-01-04,Public,Email,Construction/House History research,20,2023-01-05
2023-01-05 16:24:37,2023-01-05,Public,Email,Legal research,20,2023-01-05
2023-01-06 10:42:21,2023-01-06,Public,Email,Genealogy,10,2023-01-06
2023-01-06 10:49:16,2022-12-30,Public,Email,General historical research,180,2023-01-06
2023-01-06 10:56:13,2023-01-06,Public,Telephone,Genealogy,5,2023-01-06
2023-01-06 11:05:25,2023-01-05,City Government Department,Email,Construction/House History research,20,2023-01-06
2023-01-06 11:07:18,2023-01-06,Public,Email,General historical research,5,2023-01-06
2023-01-06 11:08:13,2023-01-06,Public,Email,"Journalism (newspaper, magazine, television, web news source)",5,2023-01-06
2023-01-06 11:41:09,2023-01-05,Public,Email,Transcript request/Education verification,5,2023-01-06
2023-01-06 11:46:05,2023-01-06,Public,Email,Vital records,5,2023-01-06
2023-01-06 12:12:31,2023-01-06,Public,Email,Transcript request/Education verification,25,2023-01-06
2023-01-06 13:01:37,2023-01-06,City Government Department,Email,General historical research,60,2023-01-06
2023-01-06 14:08:03,2023-01-06,City Government Department,Email,Construction/House History research,40,2023-01-06
2023-01-06 15:36:26,2023-01-03,Public,Email,Genealogy,90,2023-01-06
2023-01-06 16:32:48,2023-01-03,Public,Email,General historical research,30,2023-01-06
2023-01-06 16:39:36,2023-01-04,Public,Email,Genealogy,10,2023-01-06
2023-01-06 16:43:49,2023-01-04,Public,Email,Environmental/Hazardous materials research,20,2023-01-06
2023-01-09 12:11:34,2023-01-09,Public,Telephone,Construction/House History research,5,2023-01-09
2023-01-09 12:33:46,2023-01-09,Public,Telephone,Legal research,5,2023-01-09
2023-01-09 15:36:34,2023-01-09,Public,Email,Film (documentary or feature),10,2023-01-09
2023-01-09 15:39:55,2023-01-09,Public,Email,Construction/House History research,20,2023-01-09
2023-01-09 15:40:30,2023-01-09,Public,Email,Genealogy,10,2023-01-09
2023-01-09 15:43:28,2023-01-09,Public,Email,Legal research,10,2023-01-09
2023-01-09 16:13:41,2023-01-09,Public,Telephone,"Journalism (newspaper, magazine, television, web news source)",15,2023-01-09
2023-01-09 16:20:49,2023-01-09,Public,Email,General historical research,15,2023-01-09
2023-01-10 10:35:21,2023-01-10,Public,Telephone,General historical research,5,2023-01-10
2023-01-10 12:26:25,2023-01-10,Public,Telephone,Vital records,5,2023-01-10
2023-01-11 9:01:01,2023-01-11,City Government Department,Email,General historical research,40,2023-01-10
2023-01-11 9:02:21,2023-01-09,Public,Telephone,Legal research,45,2023-01-10
2023-01-11 9:26:11,2023-01-09,Public,Email,Genealogy,20,2023-01-11
2023-01-11 9:28:55,2023-01-10,Public,Social Media,General historical research,10,2023-01-10
2023-01-11 13:10:53,2023-01-09,City Government Department,Email,Legal research,60,2023-01-11
2023-01-11 14:47:48,2023-01-11,Public,Email,Legal research,30,2023-01-11
2023-01-12 9:51:46,2023-01-12,Public,Telephone,Construction/House History research,5,2023-01-12
2023-01-12 10:30:18,2023-01-12,Public,Telephone,Other,2,2023-01-12
2023-01-12 13:15:31,2023-01-12,Public,Telephone,Vital records,5,2023-01-12
2023-01-12 13:16:30,2023-01-12,Public,Telephone,Genealogy,15,2023-01-12
2023-01-12 13:32:02,2023-01-11,Public,,General historical research,60,2023-01-12
2023-01-12 15:43:57,2023-01-12,Public,Telephone,Transcript request/Education verification,20,2023-01-12
2023-01-12 17:23:26,2023-01-11,Public,Email,Construction/House History research,35,2023-01-12
2023-01-13 9:20:13,2023-01-11,Public,Email,Genealogy,30,2023-01-12
2023-01-13 10:40:54,2023-01-10,Public,Email,Film (documentary or feature),20,2023-01-13
2023-01-13 11:32:30,2023-01-11,Public,Email,Genealogy,120,2023-01-12
2023-01-13 11:40:24,2023-01-09,Public,Email,Construction/House History research,30,2023-01-13
2023-01-13 15:57:27,2023-01-13,City Government Department,Email,Legal research,10,2023-01-13
2023-01-17 9:11:11,2023-01-17,Public,Email,"Book, academic article, or digital humanities project",5,2023-01-17
2023-01-17 11:26:31,2023-01-17,Public,Email,Transcript request/Education verification,5,2023-01-17
2023-01-17 11:27:36,2023-01-12,City Government Department,Email,Transcript request/Education verification,15,2023-01-13
2023-01-17 11:39:28,2023-01-17,Public,Email,Genealogy,25,2023-01-17
2023-01-17 14:45:36,2023-01-17,Public,Email,Film (documentary or feature),90,2023-01-17
2023-01-17 14:49:02,2023-01-17,Public,Email,Construction/House History research,5,2023-01-17
2023-01-17 14:57:07,2023-01-10,Public,Email,Legal research,5,2023-01-17
2023-01-17 15:00:42,2023-01-13,Public,Email,Construction/House History research,5,2023-01-17
2023-01-17 15:04:04,2022-12-15,Public,Email,General historical research,10,2023-01-17
2023-01-17 15:09:19,2023-01-17,Public,Email,Genealogy,10,2023-01-17
2023-01-17 15:17:00,2023-01-17,Public,Email,General historical research,15,2023-01-17
2023-01-18 9:06:36,2023-01-17,Public,Email,"Book, academic article, or digital humanities project",10,2023-01-18
2023-01-19 9:47:43,2023-01-19,Public,Telephone,General historical research,5,2023-01-19
2023-01-19 10:32:10,2023-01-19,City Government Department,Email,Vital records,15,2023-01-19
2023-01-19 11:13:34,2023-01-13,Public,Email,Construction/House History research,15,2023-01-19
2023-01-19 11:15:24,2023-01-17,Public,Email,Construction/House History research,15,2023-01-19
2023-01-19 11:17:13,2023-01-18,Public,Email,Genealogy,10,2023-01-18
2023-01-19 14:11:14,2023-01-19,City Government Department,Email,General historical research,5,2023-01-19
2023-01-20 10:19:51,2023-01-13,Public,Telephone,Graduate academic research,60,2023-01-20
2023-01-20 10:43:52,2023-01-19,Public,Social Media,Genealogy,10,2023-01-20
2023-01-20 11:20:14,2023-01-20,City Government Department,Email,Legal research,10,2023-01-20
2023-01-23 9:34:55,2023-01-23,Public,Telephone,General historical research,5,2023-01-23
2023-01-23 9:47:48,2023-01-20,City Government Department,Email,Vital records,15,2023-01-23
2023-01-23 10:18:15,2023-01-23,City Government Department,Email,Secondary school academic research,15,2023-01-23
2023-01-23 11:25:38,2023-01-23,Public,Email,"Book, academic article, or digital humanities project",10,2023-01-23
2023-01-23 11:27:54,2023-01-23,Public,Email,Construction/House History research,15,2023-01-23
2023-01-23 11:40:31,2023-01-23,Public,Email,General historical research,15,2023-01-23
2023-01-23 11:49:39,2023-01-23,City Government Department,Email,Transcript request/Education verification,15,2023-01-23
2023-01-23 15:34:23,2023-01-23,Public,Email,"Journalism (newspaper, magazine, television, web news source)",60,2023-01-23
2023-01-24 10:03:54,2023-01-24,Public,In Person,Construction/House History research,30,2023-01-24
2023-01-24 16:01:54,2023-01-19,Public,Email,Construction/House History research,30,2023-01-24
2023-01-24 16:09:39,2023-01-19,Public,Email,Environmental/Hazardous materials research,20,2023-01-24
2023-01-24 16:17:39,2023-01-19,Public,Email,Construction/House History research,15,2023-01-24
2023-01-24 16:29:25,2023-01-20,Public,Email,Construction/House History research,30,2023-01-24
2023-01-24 16:30:19,2023-01-20,Public,Email,Construction/House History research,30,2023-01-24
2023-01-24 16:33:25,2023-01-24,Public,Telephone,Genealogy,5,2023-01-24
2023-01-25 9:50:10,2023-01-23,Public,Email,Construction/House History research,25,2023-01-25
2023-01-25 9:56:15,2023-01-20,Public,Email,General historical research,20,2023-01-25
2023-01-25 10:07:36,2023-01-24,Public,Email,General historical research,10,2023-01-25
2023-01-25 10:26:48,2023-01-24,City Government Department,Email,Legal research,15,2023-01-25
2023-01-25 10:30:05,2023-01-23,City Government Department,Email,General historical research,15,2023-01-25
2023-01-25 11:05:17,2023-01-25,Public,Email,"Journalism (newspaper, magazine, television, web news source)",20,2023-01-25
2023-01-25 14:24:35,2023-01-25,Public,Telephone,Legal research,20,2023-01-25
2023-01-25 14:38:00,2023-01-25,Public,In Person,Construction/House History research,160,2023-01-25
2023-01-25 15:32:43,2023-01-25,City Government Department,Email,Legal research,30,2023-01-25
2023-01-25 15:34:51,2023-01-25,Public,In Person,General historical research,100,2023-01-25
2023-01-25 15:35:29,2023-01-25,Public,In Person,General historical research,100,2023-01-25
2023-01-25 16:11:06,2023-01-18,Public,Email,Genealogy,30,2023-01-25
2023-01-26 10:48:51,2023-01-26,City Government Department,Email,General historical research,10,2023-01-26
2023-01-26 10:50:15,2023-01-25,City Government Department,Email,Legal research,45,2023-01-26
2023-01-26 10:51:29,2023-01-26,City Government Department,Email,Construction/House History research,5,2023-01-26
2023-01-26 12:48:42,2023-01-26,Public,Telephone,Genealogy,15,2023-01-26
2023-01-26 12:54:23,2023-01-23,City Government Department,Email,Legal research,5,2023-01-23
2023-01-26 12:57:45,2023-01-23,Public,Email,Legal research,30,2023-01-24
2023-01-26 14:27:37,2023-01-26,Public,Email,Land Use research,5,2023-01-26
2023-01-26 15:36:56,2023-01-25,City Government Department,Email,Vital records,10,2023-01-26
2023-01-26 15:38:09,2023-01-23,City Government Department,Email,Vital records,15,2023-01-24
2023-01-26 16:21:25,2023-01-22,Public,Email,Transcript request/Education verification,5,2023-01-23
2023-01-26 16:22:56,2023-01-24,Public,Email,Transcript request/Education verification,5,2023-01-24
2023-01-26 16:25:36,2023-01-23,Public,Email,Transcript request/Education verification,30,2023-01-23
2023-01-26 16:26:26,2023-01-24,Public,Email,Transcript request/Education verification,15,2023-01-24
2023-01-26 16:27:46,2023-01-18,Public,Email,Legal research,5,2023-01-18
2023-01-27 10:39:58,2023-01-22,Public,Email,General historical research,45,2023-01-27
2023-01-27 11:35:44,2023-01-27,City Government Department,Email,Construction/House History research,30,2023-01-27
2023-01-27 11:49:32,2023-01-17,Public,Email,Genealogy,120,2023-01-27
2023-01-27 11:49:40,2023-01-27,Public,Email,Land Use research,20,2023-01-27
2023-01-27 11:52:07,2023-01-26,Public,Email,General historical research,60,2023-01-27
2023-01-27 12:11:25,2023-01-22,Public,Email,Construction/House History research,30,2023-01-27
2023-01-27 12:15:32,2023-01-23,Public,Email,Construction/House History research,30,2023-01-27
2023-01-27 12:25:39,2023-01-26,Public,Email,Transcript request/Education verification,10,2023-01-27
2023-01-27 12:31:00,2023-01-26,Public,Email,Transcript request/Education verification,5,2023-01-27
2023-01-27 13:15:55,2023-01-26,Public,Email,General historical research,45,2023-01-27
2023-01-27 13:53:36,2023-01-27,Public,Telephone,Graduate academic research,60,2023-01-27
2023-01-27 14:07:42,2023-01-25,Federal Government Department,Email,"Journalism (newspaper, magazine, television, web news source)",,2023-01-27
2023-01-27 14:12:44,2023-01-25,City Government Department,Email,Secondary school academic research,20,2023-01-27
2023-01-27 15:22:40,2023-01-26,Public,Email,Environmental/Hazardous materials research,25,2023-01-27
2023-01-27 15:48:33,2023-01-27,Public,Email,"Journalism (newspaper, magazine, television, web news source)",30,2023-01-27
2023-01-27 16:18:16,2023-01-27,Public,Email,Construction/House History research,2,2023-01-27
2023-01-27 16:30:15,2023-01-27,Public,In Person,Construction/House History research,155,2023-01-27
2023-01-27 16:31:04,2023-01-27,Public,In Person,Construction/House History research,155,2023-01-27
2023-01-27 16:31:42,2023-01-27,Public,In Person,Construction/House History research,155,2023-01-27
2023-01-27 16:33:21,2023-01-27,Public,Email,Construction/House History research,45,2023-01-27
2023-01-27 16:58:18,2023-01-27,Public,Email,General historical research,10,2023-01-27
2023-01-30 9:46:42,2023-01-30,Public,Email,Construction/House History research,15,2023-01-30
2023-01-30 10:57:36,2023-01-29,Public,Email,General historical research,10,2023-01-30
2023-01-30 13:19:51,2023-01-30,Public,Telephone,Vital records,5,2023-01-30
2023-01-30 13:20:40,2023-01-30,Public,Telephone,Construction/House History research,5,2023-01-30
2023-01-31 10:12:56,2023-01-27,Public,Email,Genealogy,20,2023-01-31
2023-01-31 10:46:29,2023-01-27,Public,Email,Construction/House History research,30,2023-01-31
2023-01-31 10:47:04,2023-01-25,City Government Department,Email,Legal research,15,2023-01-31
2023-01-31 10:49:38,2023-01-31,Public,In Person,General historical research,35,2023-01-31
2023-01-31 10:51:00,2023-01-30,Public,Email,General historical research,15,2023-01-31
2023-01-31 10:55:27,2023-01-31,City Government Department,Email,General historical research,10,2023-01-31
2023-01-31 11:35:07,2023-01-25,Public,Email,General historical research,30,2023-01-31
2023-01-31 11:52:51,2023-01-30,City Government Department,Email,Construction/House History research,15,2023-01-31
2023-01-31 13:06:21,2023-01-30,Public,Email,Genealogy,10,2023-01-31
2023-01-31 13:37:18,2023-01-29,Public,Email,Construction/House History research,40,2023-01-31
2023-01-31 14:08:25,2023-01-31,Public,Email,"Journalism (newspaper, magazine, television, web news source)",10,2023-01-31
2023-01-31 14:25:48,2023-01-30,Public,Email,Construction/House History research,45,2023-01-31
2023-01-31 14:33:23,2023-01-30,Public,Email,Construction/House History research,45,2023-01-31
2023-01-31 15:46:04,2023-01-31,Public,Email,Construction/House History research,5,2023-01-31
2023-02-01 10:17:28,2023-02-01,Public,Telephone,Construction/House History research,5,2023-02-01
2023-02-01 10:18:11,2023-02-01,Public,Telephone,Vital records,5,2023-02-01
2023-02-01 11:56:46,2023-02-01,Public,Telephone,Transcript request/Education verification,5,2023-02-01
2023-02-01 13:00:16,2023-01-31,City Government Department,Email,General historical research,120,2023-02-01
2023-02-01 13:11:12,2023-02-01,Public,Email,Construction/House History research,5,2023-02-01
2023-02-01 13:34:43,2023-02-01,Public,Email,"Book, academic article, or digital humanities project",15,2023-02-01
2023-02-01 14:32:30,2023-02-01,Public,In Person,Construction/House History research,60,2023-02-01
2023-02-01 14:54:53,2023-02-01,Public,Email,Construction/House History research,25,2023-02-01
2023-02-01 15:21:57,2023-02-01,Public,Email,General historical research,10,2023-02-01
2023-02-01 15:24:03,2023-02-01,Public,Email,Construction/House History research,5,2023-02-01
2023-02-01 15:57:29,2023-01-31,Public,Email,Graduate academic research,20,2023-02-01
2023-02-01 16:00:30,2023-02-01,City Government Department,Email,Legal research,25,2023-02-01
2023-02-01 16:00:42,2023-02-01,City Government Department,Email,Construction/House History research,5,2023-02-01
2023-02-01 16:02:15,2023-02-01,Public,Email,Transcript request/Education verification,15,2023-02-01
2023-02-01 16:10:45,2023-02-01,Public,Email,Construction/House History research,25,2023-02-01
2023-02-01 16:27:21,2023-02-01,Public,Email,Vital records,5,2023-02-01
2023-02-02 12:04:19,2023-01-30,City Government Department,Email,Transcript request/Education verification,15,2023-01-31
2023-02-02 12:08:31,2023-02-02,City Government Department,Email,Construction/House History research,30,2023-02-02
2023-02-02 14:03:22,2023-02-02,Public,Email,General historical research,15,2023-02-02
2023-02-03 10:46:21,2023-01-30,Public,Email,Genealogy,30,2023-02-03
2023-02-03 14:23:18,2023-02-01,Public,Email,Construction/House History research,25,2023-02-03
2023-02-03 15:04:58,2023-02-02,Public,Email,"Book, academic article, or digital humanities project",20,2023-02-03
2023-02-06 11:05:31,2023-02-06,City Government Department,Email,Legal research,30,2023-02-06
2023-02-06 13:16:06,2023-02-06,Public,Telephone,Construction/House History research,30,2023-02-06
2023-02-06 15:23:53,2023-02-05,Public,Email,General historical research,10,2023-02-06
2023-02-07 10:22:37,2023-02-07,City Government Department,Email,Legal research,45,2023-02-07
2023-02-07 11:06:45,2023-02-07,Public,Email,Construction/House History research,5,2023-02-07
2023-02-07 11:15:18,2023-02-06,Public,In Person,Construction/House History research,30,2023-02-06
2023-02-07 11:16:31,2023-02-07,Public,Telephone,Vital records,5,2023-02-07
2023-02-07 12:41:44,2023-02-07,Public,In Person,Construction/House History research,150,2023-02-07
2023-02-07 12:48:39,2023-02-07,Public,Telephone,General historical research,5,2023-02-07
2023-02-07 14:10:21,2023-02-05,Public,Email,Genealogy,5,2023-02-07
2023-02-07 16:20:57,2023-02-07,Public,In Person,Construction/House History research,105,2023-02-07
2023-02-08 9:03:43,2023-02-06,Public,Email,Graduate academic research,5,2023-02-08
2023-02-08 9:05:03,2023-02-06,Public,Email,Graduate academic research,,2023-02-08
2023-02-08 11:23:44,2023-02-08,Public,Email,General historical research,20,2023-02-08
2023-02-08 11:51:55,2023-02-08,Public,Telephone,Legal research,10,2023-02-08
2023-02-08 15:01:06,2023-02-03,Public,Email,General historical research,25,2023-02-08
2023-02-08 15:08:50,2023-02-08,Public,Email,"Book, academic article, or digital humanities project",10,2023-02-08
2023-02-08 15:10:41,2023-02-08,Public,Email,Legal research,30,2023-02-08
2023-02-09 11:01:11,2023-02-09,Public,Telephone,General historical research,5,2023-02-09
2023-02-09 11:25:01,2023-02-09,City Government Department,Email,Construction/House History research,5,2023-02-09
2023-02-09 13:40:36,2023-02-07,City Government Department,Email,Legal research,180,2023-02-09
2023-02-09 14:52:27,2023-02-09,Public,Telephone,"Journalism (newspaper, magazine, television, web news source)",25,2023-02-09
2023-02-09 14:53:37,2023-02-09,Public,Social Media,General historical research,5,2023-02-09
2023-02-09 14:57:39,2023-02-07,Public,Email,Construction/House History research,60,2023-02-09
2023-02-09 16:19:17,2023-02-08,Public,Email,"Book, academic article, or digital humanities project",10,2023-02-09
2023-02-10 12:04:42,2023-02-10,Public,In Person,"Journalism (newspaper, magazine, television, web news source)",90,2023-02-10
2023-02-10 15:03:19,2023-02-10,Public,In Person,Graduate academic research,170,2023-02-10
2023-02-10 15:09:50,2023-02-09,Public,Email,"Book, academic article, or digital humanities project",10,2023-02-10
2023-02-10 16:11:53,2023-02-10,Public,In Person,Construction/House History research,100,2023-02-10
2023-02-13 9:22:05,2023-02-09,Public,Email,Graduate academic research,15,2023-02-13
2023-02-13 9:39:41,2023-02-04,Public,Email,Genealogy,45,2023-02-13
2023-02-13 10:38:39,2023-02-13,City Government Department,Email,General historical research,90,2023-02-13
2023-02-13 12:25:53,2023-02-08,Public,Email,General historical research,10,2023-02-13
2023-02-13 15:50:08,2023-02-13,Public,Telephone,Vital records,5,2023-02-13
2023-02-13 15:51:25,2023-02-13,Public,Telephone,Genealogy,20,2023-02-13
2023-02-13 15:53:17,2023-02-13,Public,Telephone,General historical research,10,2023-02-13
2023-02-14 10:01:36,2023-02-14,Public,Telephone,Legal research,5,2023-02-14
2023-02-14 10:06:44,2023-02-13,Public,Social Media,General historical research,5,2023-02-13
2023-02-14 10:12:58,2023-02-14,Public,Email,Graduate academic research,10,2023-02-14
2023-02-14 11:52:16,2023-02-14,Public,In Person,General historical research,100,2023-02-14
2023-02-14 11:58:40,2023-02-13,City Government Department,Email,General historical research,60,2023-02-14
2023-02-14 12:03:55,2023-02-10,Public,Email,General historical research,25,2023-02-14
2023-02-14 13:19:06,2023-02-14,Public,Telephone,General historical research,5,2023-02-14
2023-02-14 13:22:17,2023-02-13,Public,Email,Undergraduate academic research,10,2023-02-14
2023-02-14 13:31:09,2023-02-13,Public,Email,General historical research,5,2023-02-15
2023-02-14 15:21:42,2023-02-14,City Government Department,Email,Construction/House History research,45,2023-02-14
2023-02-14 15:38:56,2023-02-14,Public,Email,Legal research,30,2023-02-14
2023-02-14 15:45:20,2023-02-14,Public,Email,"Book, academic article, or digital humanities project",30,2023-02-14
2023-02-14 15:58:36,2023-02-14,Public,Telephone,Legal research,10,2023-02-14
2023-02-14 16:28:14,2023-02-14,Public,In Person,Construction/House History research,200,2023-02-14
2023-02-15 9:03:25,2023-02-14,Public,Email,General historical research,15,2023-02-15
2023-02-15 11:33:37,2023-02-15,Public,Email,Construction/House History research,5,2023-02-15
2023-02-15 12:10:41,2023-02-15,Public,Telephone,Other,,2023-02-15
2023-02-15 12:37:17,2023-02-11,Public,Email,Construction/House History research,25,2023-02-15
2023-02-15 13:01:16,2023-02-10,Public,Email,Genealogy,150,2023-02-15
2023-02-15 13:19:03,2023-02-14,Public,Email,Other,5,2023-02-15
2023-02-15 13:41:52,2023-02-15,Public,Email,Other,5,2023-02-15
2023-02-15 13:47:20,2023-02-14,Public,Email,"Book, academic article, or digital humanities project",5,2023-02-15
2023-02-15 13:48:38,2023-02-14,Public,Email,Graduate academic research,5,2023-02-15
2023-02-15 13:50:56,2023-02-14,Public,Email,Construction/House History research,20,2023-02-15
2023-02-15 13:51:47,2023-02-14,Public,Email,Construction/House History research,35,2023-02-15
2023-02-15 15:28:58,2023-02-15,Public,Email,Graduate academic research,20,2023-02-15
2023-02-15 15:31:23,2023-02-15,Public,In Person,General historical research,50,2023-02-15
2023-02-15 15:36:30,2023-02-09,Public,Email,Graduate academic research,90,2023-02-15
2023-02-15 16:34:51,2023-02-09,Public,Email,Construction/House History research,45,2023-02-15
2023-02-16 9:27:11,2023-02-16,City Government Department,Email,General historical research,10,2023-02-16
2023-02-16 10:02:17,2023-02-16,Public,Email,Legal research,5,2023-02-16
2023-02-16 11:11:31,2023-02-16,Public,Email,Graduate academic research,5,2023-02-16
2023-02-16 13:17:29,2023-02-16,City Government Department,Email,Construction/House History research,15,2023-02-16
